DAT1	-933.547	-98.245
MIH1	-286.482	2261.586
FAU1	876.539	1405.963
NNF2	442.537	1040.014
SCO1	-576.934	51.969
ISN1	-778.898	2508.656
VPS16	581.029	1219.071
VRP1	-164.655	1952.760
MBP1	-251.528	2608.654
SCS7	-325.878	1325.066
CKB1	-1826.011	2265.115
RXT3	-1291.113	1164.030
SAM4	-1570.667	1148.719
HTA2	-216.468	2559.687
ATG29	-1363.757	540.158
UPS1	-864.344	402.665
GET1	187.773	1149.521
YAL045C	376.937	649.449
YGL165C	-1404.657	936.778
HIR2	-569.080	1102.361
PGM3	-1206.661	-63.905
TIF2	-353.754	-5.260
RPS14A	-1113.114	538.257
MDM31	404.120	330.052
HDA3	1013.398	1047.006
VPS68	261.192	884.944
AAC1	636.942	2385.764
LAG2	-897.114	-210.653
PIH1	-1556.821	315.719
CMC1	-722.000	536.874
ANR2	778.264	1234.226
SPO21	974.824	1697.001
RPS28B	-969.444	330.171
AIM21	290.262	2119.890
ceg1-ts	-1299.096	1592.934
TMA20	-1548.632	393.568
PBA1	-1326.907	2402.890
RTC2	-2073.194	830.891
PHO81	168.465	2606.331
YCL033C	-1296.350	1988.539
INO1	257.882	558.848
RPL17B	-1130.346	307.579
DUR1,2	-1896.900	1774.265
YNL146W	-317.965	2737.223
QCR8	-563.182	11.664
BUD19	452.713	1938.225
YRR1	-2158.386	1205.687
VPS71	-820.930	1545.214
BBC1	72.397	1766.602
YJR116W	977.377	793.111
UFD2	-1792.613	2038.169
MSA1	-1054.776	2240.193
UBC13	-219.048	456.509
sda1-2	-1488.331	930.169
CCR4_damp	-1993.087	576.463
SWC5	-1053.466	1502.447
YPL114W	520.148	186.013
MDM38	-913.551	778.377
RNH201	-525.882	2111.305
SWP1_damp	560.899	1751.183
SHO1	333.099	1955.219
AIM11	-847.177	-78.420
BUD27	-329.290	1712.860
YBR028C	-1341.833	314.352
DGA1	3.565	2509.395
MMT2	-2124.950	1618.259
VAC14	-1662.607	2294.118
BUL2	-840.034	2845.107
ALE1	-68.924	2857.113
AIM31	-859.165	717.495
LEA1	-1309.054	1356.490
FIG1	-1678.843	2359.065
